n	Bisher liessen wir unsere beiden Söhne (6 und 8 Jahre) ziemlich bedenkenlos KiKa anschauen. Allerdings war mir nicht klar, dass dort bereits nachmittags Themen wie eben Homosexualität behandelt werden, die meiner Meinung nach eher Jugendliche, sagen wir ab 12 Jahren, betreffen. Mit 6 bzw. 8 Jahren haben meine Söhne nicht viel Ahnung von Sexualität und sind auch nicht besonders daran interessiert. Müssen Kinder eigentlich mit Gewalt auf diese Schwul-lesbisch-queer-undwasweissichnochalles-Scheisse gestossen werden, wenn sie noch nicht mal wissen, wie Sexualität normalerweise abläuft?
n	"Schade! Anfangs dachte ich, dass das ein differenzierter Artikel mit vielen sinnvollen Ansichten ist. Aber nun, nach den Kommentaren und dem Satz ""ist zum Glück Ermessenssache. Ich diskutiere meine Moderationspolitik nicht"" bin ich gefühlt Schlauer. Das wirkt nicht wie Selbstreflektion sondern eher wie Männerbashing. Und es bestätigt meine Meinung: Männer sind gelegentlich doof, Frauen aber auch.
Und beide Seiten sind eben nicht in der Lage ""beide"" Seiten zu sehen, sondern beharren in ihrer eigenen, eben selbst ""zurechtgerückten"" Welt und beschäftigen sich mit der Suche nach Killerargumenten gegen die andere Seite. Egal ob Arschloch-Mann oder -Frau. Irgendwie sind sie doch alle gleich..."
n	"Dieser Link von Bild.de wurde Ihnen von misanthrop@gott.biz gesendet.
Bitte beachten Sie:
BILD.de hat die Identität des Absenders nicht überprüft.
Nachricht vom Absender:
hm, als ich deine fotos im netz sah, habe ich imaginisiert, wie ich dich ficke. dann ein 2-3 jahre altes video im netz v. dir gefunden und gesehen, dass du zellulite hast. ich steh eher auf ladys mit fast anorexia ;) lieben gruss ego
Klicken Sie bitte auf folgenden Link, um die Seite in Ihrem Internet-Browser anzusehen:
http://www.bild.de/regional/hamburg/sodomie/pferd-auf-weide-missbraucht-18837938.bild.html
Hinweis:
Sollten Sie den oben genannten Link nicht automatisch anklicken können, so kopieren Sie einfach den Link (indem Sie ihn mit der Maus markieren und dann die Tasten STRG+C drücken) und fügen ihn per Hand in die Eingabezeile Ihres Internet-Browsers ein (durch drücken der Tasten STRG+V). Dies ist eine automatisch generierte E-Mail von BILD.de. Bitte antworten Sie darauf nicht!"
n	"Xena,
ich finde deine Behauptung einer Heteronormativität ebenfalls widerlich. Und verantwortungslos.
Dies ist ein denunzierender und delegitimierender Begriff, der ohne jede Plausibilität auskommt und in einer zwanghaften Weise verwendet wird.
Du pathologisierst hier die naturgegebene Sexualität des Menschen.
Ich finde es sehr abscheulich, daß eine Person wie Du sich derart ignorant und verblendet äußert und sich nicht darum schert, daß andere Menschen in Mißkredit gebracht und gesellschaftliche Zustände auf willkürliche Weise in einen negativen Kontext gerückt werden.
Leute wie Du sollten sich schämen für die Hetze, die sie betreiben, und ihre totalitären Anmaßungen.
Sie repräsentieren damit genau die Unmenschlichkeit, die sie vorgeben, beseitigen zu wollen."
n	"""Den gesellschaftlichen Druck auf Frauen, schlank und hübsch zu sein. Die Idee, ein Mann könne sich mit seiner Ehefrau schmücken. Das Bild einer Ehefrau als Trophäe einer erfolgreichen Jagd. Die Sticheleien, wenn Frauen mit Männern zusammen sind, die vermeintlich außerhalb ihrer „Liga“ sind („was findet der nur an ihr?”).""
Ach Gott - mal wieder diese Opferhaltung. Frauen erleiden, Frauen passen sich an usw. usf.
Gähn!
Vielleicht ist es auch einfach so, dass die typische Frau toller als ihr Gatte dastehen will? Ihn ausstechen will? In derart mit seinen Mängeln konfrontieren will?"
n	"Ist das eine Vergewaltigung?
Ja, ernst gemeinte Frage.
Denn ich sehe nicht, dass er sich an sie (schlafend!) vergeht.
Sie ist doch wach, lässt sich drauf ein. Sie fühlt sich zwar nicht wohl dabei, was man aber auch gänzlich dem Alkoholrausch zuschreiben könnte. Sie sagt kein Wort und schläft erst hinterher ein.
Klar ist das ganze Scheiße, aber geht das tatsächlich so als Vergewaltigung durch?
Ich kenne solche Szenen ziemlich haargenau so (meist war man single und geschützt hat man sich immer) aus dem Bekanntenkreis vor zirka 10 Jahren, als sich viele jedes Wochenende die Birne zuknallten. Und es war für einige Mädchen damals ziemlich normal und harmlos. Allenfalls empfand man es am nächsten Tag als super peinlich mit welchen Typen man rumgemacht hat.
Insofern wundert mich das jetzt sehr.
Außerdem ist unklar, ob der Typ nun ein HIV-Infizierter ist oder sich einfach einen üblen Scherz mit denen erlaubt. Oder?"
p	"Bei Feministinen ist alles doof!
Gläserne Decken: doof!
Keine Frauenqoute für Managementposten: doof!
Beschuldigte werden nicht automatisch verurteilt: doof!
Verbrechen müssen zweifelsfrei bewiesen werden: doof!
Angeklagte haben fähige Anwälte: doof!
Das Töten von Säuglingen wird bestraft: doof!
Frauen werden für Sex bezahlt: doof!
Männer machen nicht jeden Genderirrsin mit: doof!
Familienministerin Schröder ist keine Feministin: doof!
Schulbücher sind nicht durchgegendert: doof!
Ein Mann gibt sich als vermisste Bloggerin aus: doof!
Rechtstaatlichkeitsprinzip: doof!
Vattertagsverantstaltungen: doof!
Marketing der Fussball-WM der Frauen: doof!
Udo Vetter: doof!
Arnold Schwarzenegger: doof!
Jörg Kachelmann: doof!
DSK: doof!
Julian Assange: doof!
In China hat ein Mann einen Sack Reis umgeworfen: doof!
...
(Bitte die Liste vervollständigen)"
hs	"ach wie süß - die chronisch untervögelte hysterische Doppelnamenfraktion fühlt sich mal wieder diskriminiert.
Schon mal daran gedacht, selbstbewußt durchs Leben zu schreiten, seine eigenen Kämpfe mal SELBER auszufechten und nicht immer nur nach Quote und Hilfe zu schreien??
Macht ungemein attraktiver ;)
Die meisten Männer können nämlich diese völlig überzogenen Quengeleien nicht mehr ertragen und suchen in letzter Konsequenz eine Partnerin und kein Problem/Pflegekind !!!"
n	"und wie jetzt alle hetzen..laecherlich !
im angesicht der letzten ,WIRKLICH nennenswerten, und schlimmen ereignisse ( oslo, usa krise etc. ) regt ihr euch ueber eine 5 jahre alte lovestory auf, die immernoch aktuell ist ( vom content her ).
ich meine,macht bitte die augen auf und guckt euch die heutige jugend an.da wird mit 12 gefickt,mit 13 gesoffen und mit 15 das kind ausgetragen. dagegen hilft auch kein feministisches weltbild der superfrau, so ist es nunmal. es geht den bach runter. nd das sage ich mit knappen 23 jahren.
""Also verstörend finde ich in diesem Blog eher manche Kommentare und schäme mich dafür hier oft gewesen zu sein.
Zur Story: Also vielleicht ist der Begriff ONS nicht wohlüberlegt, dennoch ist das GENAU DAS, was unseren Kindern tagtäglich auf dieser Welt passiert. Ich finde es eher belehrend und mutig darüber zu schreiben und zu reden.
Also bitte noch mal drüber nachdenken""
ich finde dieser beitrag triffts genau ins schwarze. genau das ist es was passiert"
n	"Viele Beschimpfungen und Löschungen , wenige Widerlegungen.
Man ist's ja gewöhnt...
""Ich hoffe auf angeregte Reaktionen.""
Die werden hier doch gelöscht.
Lol.
Es gibt hier auch richtige Akademiker. Also solche Leute, die nicht nur Hauptfach Bullshit studiert haben. Und sich über kommentarlose Löschungen aufregen.
Interessant wird's erst, wenn man auch mal das Hirn einschaltet. Aber dann löschen die hier ja immer. Das ist hier eben bezeichnenderweise unerwünscht.
Doof sind wir, doof bleiben wir, juhu!
Und da wundert sich noch wer, dass Frauen keine Lehrstühle kriegen...
Lösch-Lehrstühle?"
n	"Die wahre Macht zeigt sich nicht im Besonderen der Spitzenpositionen sondern im Alltäglichen. Hier zeigt sich, wer sein Leben so gestalten kann wie er will (=Macht) oder Zwängen folgen muss. Schon heute verwaltet die Frau 80 Prozent aller Kaufkraft, vom Einkauf bis zum Hauskauf.
Weiter hat Frau die Macht zu wählen zwischen Vollzeitberufsttätigkeit, Nurhausfrau, Teilzeit mit Kindern oder Vollzeit mit Kindern bei Fremdbetreuung. Ein Mann hat die Wahl zwischen Vollzeitberuf, Vollzeitberuf und Hartz IV. Sollte ein Mann auf den Gedanken kommen, zu hause zu bleiben und die Kinder großzuziehen, wird er entdecken, dass keine Frau seinen Lebensplan mitmacht und ihn solange ernährt.
Noch krasser wird es, wenn der Trennungsfall eintritt. Keine Frau, die die Kinder dem Vater überlässt und arbeiten geht. Stattdessen nur Frauen, die darum kämpfen die Kinder zu behalten und solange wie möglich zu Hause bleiben dürfen - und auch können.
Die Selbstmordrate unter Trennungsvätern springt auf das sechsfache, die Hälfte der männlichen Obdachlosen sind deswegen obdachlos, weil sie eine schlecht verlaufende Scheidung hinter sich haben...
... weil sie die Macht haben?"
n	"@ Xena
Hä?
Natürlich frage ich nach den Männern. Ganz normal oder? Ich meine wenn es solche Angebote für Frauen gibt, muss es ja auch welche für Männer geben, die sich mit ihren Problemen beschäftigen...wäre sonst ungerecht oder?
Oder haben Männer keine Probleme? Haben es ja so einfach und gehören zu den Priviligierten? Also ich frage nochmal: Wie will sich die UN den konkret den Männern und Jungs annehmen? Welche speziellen Programme, die mit einer halben Milliarden gefördert werden, gibt es für ""uns""...das Geld ist ja auch zur Hälfte von uns, also kann ich auch erwarten das es auch Männern genauso zugute kommt. Alles andere ist Diebstahl."
n	"Also mal ganz ehrlich, schreibt hier Alice Schwarzer? So einen Schwachsinn habe ich lange nicht mehr gelesen. Da könnte man sich ja überall beschweren, wenn jemand irgendwo etwas Geschmackloses schreibt. Wie vertreibt ihr euch sonst die Zeit? Und wer genau schreibt hier? Hat das ganze auch mit persönlichem Frust zu tun?
Ich diese Fotolove-Geschichten auch nicht für klug, aber ganz ehrlich, sowas wollen die Jugendlichen doch lesen. Und das es diese Geschichten, in denen Männer Frauen irgendwas in den Drink mischen, in Wirklichkeit gibt, weiß man doch. Und garantiert wird dabei auch schon mal jemand mit eienr Krankheit angesteckt worden sein oder wurde schwanger. Warum soll ich also jetzt den Presserat anschreiben oder eine Email in die Redaktion schicken? Wozu das Ganze? Darüber kann ich mich wirklich nicht groß aufregen und ihr verschwendet wirklich eure Zeit. Aber davon scheint ihr ziemlich viel zu haben."
p	""" Selbst in der Ehe hatte der Ehemann lange Zeit das Recht auf Sex, ob sie wollte oder nicht. Ein Erzwingen von Sex, mit Gewalt oder ohne, war erlaubt""
Typisch Femanzen. Lügen, Betrügen und Verdrehen....
Der Satz: Selbst in der Ehe hatte die Ehefrau lange Zeit das Recht auf Sex, ob er wollte oder nicht. Ein Erzwingen von Sex, mit Gewalt oder ohne, war erlaubt""
Ist genau so richtig. Was nämlich Madamme verschweigt: Das war NICHT geschlechtsneutral`?
Fallen Frauen auf diese billige Propaganda rein? Dann hab ich als Mann nichts zu befürchten wo diesen dummen Hühnern.
SIEGFRIED HEILKräuter aka böser Nazi ;)...dern Männerrechler sind Autobahn."
hs	"Liebe Xena,
dass du den (nicht entschuldbaren) ""Bumsaufruf"" zielgerichtet als einen Vergewaltigungsaufruf deutest unterstreicht, was von mir als deine hysterische und dümmliche Art wahrgenommen wird. Es sollte dir vollkommen klar sein, dass da einfach nur gemeint war, dass du nicht vollkommen klar in der Birne bist. Es liegt nun bei dir dies weiter zu bestätigen oder das Gegenteil zu beweisen.
Bei letzterem Wünsche ich dir viel Glück.
FP"
hs	"Es ist einer der Grundfehler, davon auszugehen, dass der Feminismus irgendetwas gegen Vergewaltigungen hätte.
Feministinnen LIEBEN Vergewaltigungen.
Denn sonst wären sie dagegen, dass vor allem Müttern Kinder zugesprochen werden, obwohl die meisten Vergewaltiger aus Monomutterhaushalten stammen.
Und Feministinnen lieben auch Uterus-Quote (= Vergewaltigung der Autonomie von Unternehmen).
Im Übrigen ist der Begriff Vergewaltigung falsch, weil er ja (wie in dieser Foto Love Story) nichts mit Gewalt zu tun haben muss.
Sprechen wir daher lieber nicht von Vergewaltigung, sondern von
* ""Überraschungserotik""
* ""Monolateraler Beziehung""
* ""Sexueller Beziehung nach nicht eindeutig artikulierter Zustimmung""
Das klingt doch schon viel besser, kommt der Realität viel näher und unterstreicht den positiven Aspekt, der von Sex ausgeht, auch von ungewolltem. Es gibt ja im Leben wirklich schlimmere Sachen als Sex, den man nicht eingeplant hatte.
Im übrigen ist Vagavaltigung eine der häufigsten weiblichen Fantasien, und der Penis gehört nun mal physiologisch in die Wachina, deshalb ist Vagavaltigung (selbst wenn es gegen den Willen von Frau/dchen geschah, aber keine Gewalt angewendet wurde) fast nicht der Rede Wert. Da ist wohl das Pieksen bei der Blutabnahme schlimmer oder wenn bei der Bundestagswahl die gewählte Partei das Ziel knapp verpasst.
Das Problem liegt also nicht in der Vagavaltigung selbst, sondern darin, dass die Definition stetig erweitert wurde, bis in ein paar Jahren JEDER Sex als Vagavaltigung eingestuft werden wird, sofern es nicht einen schriftlichen Vertrag gibt.
Man darf auch nicht vergessen, dass viele Frauen Huren sind (also den Mann Zeit oder Geld kosten), so wie auch in dieser Geschichte: In Bild 16 sagt der Mann ""Ich bringe dich nach Hause"". Das ist eine Dienstleistung, die Zeit+Geld kostet, und die die Frau selbstverständlich zur Hure macht. Und so leid es mir tut: Vagavaltigungen bei Huren sind nun einmal ""Berufsrisiko"".
Ich kann also beim besten Willen nichts Schlimmes in dieser Lovestory entdecken.
All das, was ich schrieb ist die Wahrheit, und nichts ist frauenfreundlicher als die Wahrheit."
p	"Wieso bekomme ich keine Antwort? Mann=Troll?
Zum Thema: Das Wort Nigger hat nur eine negative Besetzung, keinen negativen Ursprung. Das Wort schlampig bezeichnet die Missachtung oder die Unfähigkeit, Ordnung zu halten. So sehr ich ein Fan vom Chaos bin, ist Ordnung Voraussetzung zum Leben. Eine gewisse Ordnung ist auch im (neuzeitlichen) Sexualleben wichtig, sowohl für den Geist, als auch für den Körper. Es erscheint unglücklich, dass diese Bewegung sich anscheinend auf Basis bock_zickiger Trotzreaktion auf die Aussage dieses Officers nach einer Beleidigung benannt hat, die Menschen diffamieren soll, die ihre Sexualität nicht im Griff haben, statt einen Namen zu wählen, der darauf hinweist, dass Menschenrechte mit Füßen getreten werden, und die Gesellschaft wegsieht. Was die Leute von Euch mitkriegen ist, dass Ihr so sexy rumlaufen wollt, wie möglich(wird Frauen nicht nur gestattet, sondern seit mehreren Jahren leider schon von ihnen erwartet) und Schwule nicht diskriminiert werden wollen(?). Da sollte ein Dialog und eine Konzentration auf das Ziel stattfinden und dann ein bisschen was an der Außendarstellung verändert werden. Und Ihr streitet Euch jetzt darum, ob man die Fixierung auf das Schlampenrecht überhaupt kritisieren darf, ohne illoyal zu sein. Wenn ich mir ein Vergewaltigungsopfer vorstelle, das sich auf den Slutwalk freut, weil es sich viel davon verspricht, und sich dann zwischen Menschen in Unterwäsche wiederfindet, die Rechte auf frei ausgelebte Sexualität einfordern, dann ist das nicht gerade arm an schwarzem Humor."
n	"Es sind vermutlich Texte wie der folgende die du missverstehst.
Und so bist du zu der Annahme gelangt jemand würde dich beleidigen.
Obgleich er nur das Heucheln was du so verachtest unterließ.
Du bist nicht alein :).
Auch ich ""eckte"" schon häufig ""an"" bereits in der Kindheit.
Aber ich bin nicht wie du hoffe ich.
Davon abgesehen bist du nicht alein weil es abertausende von Heulsussen, verrätern und Denunzianten gibt die genau so sind wie du.
Zu deinen differenzen, im Punk Heuchelei bezüglich der Anschläge auf das World Trade Center, bin ich mit dir dacor denn Heuchelei ist auch meiner Ansicht nach falsch.
Nur wäre es in diesem Falle nicht auch falsch würde man heucheln deinen ""Artikel"", dich oder deine Ansichten gut zu finden?
Oder möchtest du vileicht eigentlich keine Meinungsfreiheit sondern dass alle Menschen ausser dir schweigen oder heucheln?(Mit ausnahme von ein paar vollidioten die deiner Meinung sind)
Nun ich halte dich zb. für grotten hässlich und denke dass du dir keinerlei Aroganz leisten kannst.
Sollte ich das jetzt weg lassen? Wäre nicht das blose verschweigen schon heuchlerisch?
Und gehasst wirst du auch nicht.
Ich finde eher man sollte Menschen mit deinen Ansichten genauso verfolgen wie Nationalisten verfolgt werden.
(Die heulen trotzdem nicht rum)
Vileicht würdest du in folge dessen deine Worte mit etwas mehr bedacht wählen.
Ich bin kein Nationalist oder so etwas, ich vertrette die Meinung das lange genug in Deutschland Menschen wegen ihrer Meinung und ihren Ansichten verfolgt wurden.
Aber als pädagogische Maßnahme könnte man es in diesem Falle rechtfertigen.
Ich halte es zudem für legitim Fehler zu machen.
Was ich nicht für legitim halte ist jedoch auf der einen Seite die Androhung Sexuellerübergriffe zu verurteilen und auf der anderen Seite mit dingen wie ""schrub"" meine Muttersprache aktiv zu vergewaltigen.
In diesem Text sind vermutlich mehr Fehler der Rechtschreibung als in deinem.
Aber ""schrub"" ist kein fehler sondern Gramatikalischer unsinn und eine Vergewaltigung.
Denk einmal drüber nach."
n	"Ihr seid ja schon ziemlich paranoid.
Betrifft Bravo-Foto-Love-Story-Artikel.
Merkt Ihr eigentlich nicht, wie dumm Ihr seid? Wenn die angeblich so schlimmen Dinge, die Rape-Culture-Xena hier aufführt, kein Schwein in den Bravo-Kommentaren interessieren, könnte das auch einfach daran liegen, daß Ihr krank seid und jede Menge Müll herbeidichtet. Es ist schon lustig, als Außenstehender Eure Paranoia zu studieren.
Ab nach Hatr damit, wo all die bösen Menschen sind. Daß wir so viele schlimme Kommentare erhalten, liegt nicht daran, daß wir Vollidioten sind, sondern weil die Welt da draußen so böse und schlimm ist."
n	"Hallo Missy Magazine,
ich habe hier vor einem Jahr mal nachgefragt, inwieweit die von Euch genannten Blogs frauenfeindlich seien. Leider wurde mein Kommentar nicht freigeschaltet.
Könntet Ihr denn mal genauer ausführen, was an den aufgeführten Blogs frauenfeindlich ist?
Ich würde hierzu gerne mal genauere Informationen haben. Was ist denn konkret an diesen Blogs problematisch? Könntet Ihr hier mal etwas aussagen, das über die Bezeichnungen ""antifeministisch"" und ""maskulistisch"" hinausgeht?
Vielen Dank für die Antwort"
n	"Es gibt Tage, da finde ich Heteros und ihr selbstverständliches Dasein doof. Da bin ich undifferenziert, neidisch, traurig, gemein, belustigt und all diese Dinge, obwohl ich es besser weiß: dass bei weitem nicht alle so sind und Heteros auch nichts dafür können, dass sie von einem System profitieren, das sie sich nicht ausgesucht haben.
Liebe Xena,
wenn Du Heteronormativität als System betrachtest, dann bedeutet dies ja, daß unsere Sexualität ausgesucht beziehungsweise kulturell bedingt ist. Es wäre also möglich, daß 100% der Menschen homosexuell leben.
Ist Deiner Meinung nach unsere Sexualtität rein kulturell bedingt oder gibt es doch biologische Grundlagen? Nach Deiner Version wäre es möglich, daß die Menschheit sich nicht fortpflanzt und ausstirbt.
Kannst Du mir diese Anschauung irgendwie plausibel machen? Daß unsere Sexualität nicht biologisch bestimmt ist?"
n	"Ach nee, warn die Zeitungsfritzen nass drauf von dieser Demo berichten zu dürfen? Selbst in F town zugegen, kann ich versichern, die haben sich den Frust geholt. Oder sie brauchen ne Brille. Was da auf die Straße tobte, kann ich echt nicht als erotisches Kamerafutter mit Marktwert bezeichnen. Ok, konnt mit egal sein, hab ja nur dokumentiert und werd ja nicht dafür bezahlt.
Sorry, aber was da zueist zu sehen war, war nun echt nicht dazu geeignet lüsterne Blicke zu provozioeren. Warum viele dabei waren? Den Grund konnt man sehen. Ok, es waren auch Männer vertreten. Schleimer könnt man auch meinen, ist das die Rückkehr des Softis?
Axo, was ist ein Softi? Tia, schaut mal nach, alles schon mal dagewesen."
p	"Könnt Ihr denn auch mal ernsthaft argumentieren, was an der Halberstädter Werbung schlimm ist, statt nur selbstgefällig ein paar Facepalms zu inszenieren.
Ihr seid doch Feministinnen. Also müßtet Ihr auch irgendwie ernthafte, nicht tendenziöse und interessengeleitete Argumente darbringen können.
In Euren Kommentaren und in dem Artikel steht nichts dergleichen. Nur billiges Empören. Ziemlich schwach für Alphamösen.
Bitte veröffentlicht mal nicht so viele sachliche Kommentare von mir. Ich komme mir langsam dämlich vor.
Habt ihr kein Mitleid?"
n	„Der Feminismus ist unsere Erfindung aus zwei Gründen. Vorher zahlte nur die Hälfte der Bevölkerung Steuern, jetzt fast alle weil die Frauen arbeiten gehen. Außerdem wurde damit die Familie zerstört und wir haben dadurch die Macht über die Kinder erhalten. Sie sind unter unserer Kontrolle mit unseren Medien und bekommen unserer Botschaft eingetrichtert, stehen nicht mehr unter dem Einfluss der intakten Familie. In dem wir die Frauen gegen die Männer aufhetzen und die Partnerschaft und die Gemeinschaft der Familie zerstören, haben wir eine kaputte Gesellschaft aus Egoisten geschaffen, die arbeiten (für die angebliche Karriere), konsumieren (Mode, Schönheit, Marken), dadurch unsere Sklaven sind und es dann auch noch gut finden.“
n	"@Xena: Aus dem von dir verlinkten Artikel zu den Privilegien Weißer:
„1. I can if I wish arrange to be in the company of people of my race most of the time. “
Das ist natürlich ein ganz fantastisches Privileg. Für Rassisten. Mir jedenfalls sind die Ethnien meiner Kollegen herzlich egal.
„2. I can avoid spending time with people whom I was trained to mistrust and who have learned to mistrust my kind or me.“
Ein weiteres Privileg für Rassisten. Ich für meinen Teil misstraue Menschen nicht, bloß weil sie z.B. dunkelhäutig sind. Und wenn diese mir misstrauen, weil ich hellhäutig bin, dann ist das ganz allein deren Problem.
Solche Makel gibt es in der Liste (und in der anderen Liste) noch mehr. Das heißt natürlich nicht, dass alles dort zu Findende zu verwerfen ist – ganz und gar nicht! Vieles ist vollkommen richtig und auch hier zu finden (ich nehme an, der Artikel bezieht sich die Situation in den USA). So werden hierzulande m.W. Menschen mit dem berüchtigten „südländischen“ Aussehen häufiger kontrolliert als andere (um nur mal ein Beispiel zu nennen).
Mich stört allerdings an der Sache der Begriff „Privileg“. „Vorteil“ würde ich eher gelten lassen. Denn Privileg ist etwas, dass vergeben oder zugestanden wird. Hochoffiziell. In Deutschland werden aber keine Extra-Rechte via Ethnie zugestanden, zumindest nach meinem Kenntnisstand."
n	"Aha, Wir leben also in einer Vergewaltigungs­kultur, wo Vergewaltigung ein fester Bestandteil eines jeden Alltags ist. Viele kommen Morgens gar nicht richtig auf Touren bevor ich nicht erstmal vergewaltigt haben, wir feiern Massenvergewaltiger als Helden und ergötzen uns am Leid der Opfer...
Bullshit. Warum nennt man die Sache nicht wie sie ist: Ein Paar unterbelichtete mit perversem Humor. Gruppe schließen, fertig. Solche kranken Auswüchse eines Social Networks auf die Kultur einer ganzen Gesellschaft zu projezieren ist populistischer Unfug. Ich kenne in meinem breit gefächerten Bekanntenkreis niemanden der mit Vergewaltigung sympathisiert oder Witze darüber zum schreien komisch findet. Vergewaltigungskultur. Pff."
n	"Übrigens - zur Psychologie von Frauen, die nicht in der Lage sind, sexuell-verbale Übergriffe, wie sie in der wissenschaftlichen Arbeit vorgenommen wurden, von ""argumentativen Widerlegungen"" zu unterscheiden, vermute ich folgendes:
Sie wären enttäuscht, wenn ""die Männer"" ( von ""den Männern"" kann ja in Wirklichkeit keine Rede sein ) anders reagieren würden, als sie es tun, warum? Weil der sich im Dreck suhlende Mann ihnen Legitimation liefert - schau her, wie die sich benehmen, denen muss man doch die Kinder vorenthalten! Ist doch gut, dass solche Typen eher krepieren und ich deren Renteinzahlungen für ein angenehmes langes Leben verbrauche. Usw. usf.
Ausserdem hoffen solche Frauen insgeheim immer auch auf den Ritter ( der heute allerdings ""emanzipierter Mann"" genannt wird ), der sie gegen den Mob beschützt ( und ihre Ansprüche gegen den durchsetzt )."
n	"Zu den Vorwürfen, das Vorleben von Strauss-Kahn mit eventuellen Vergewaltigungsvorwürfen etc. sei im Gegensatz zu dem Vorleben des Zimmermädchens nicht Gegenstand der Erwägungen der Staatsanwalt gewesen, kann man doch eigentlich nur sagen, dass es Aufgabe der Staatsanwaltschaft ist, Strauss-Kahn schuld in diesem einen Fall nachzuweisen, und nicht Spekulationen über Fälle anzustellen, die nicht verfahrensrelevant sind.
Umgekehrt ist es nicht Aufgabe von Strauss-Kahn, nachzuweisen, dass er schon immer unschuldig war oder auch nur in diesem einen Fall unschuldig war - davon geht man halt aus, solange nichts anderes bewiesen ist.
Ich persönlich finde die Frage, wie man eigentlich in Zukunft sicherstellt, dass Männer durch den bloßen Vorwurf einer Vergewaltigung nicht mehr ruiniert werden können, eigentlich auch viel interessanter.
Ich denke, ein Weg dazu wäre, das Verbrechen ""Vergewaltigung"" mal seiner mythischen Überhöhung zu entkleiden - im Vergleich mit anderen Verbrechen wie etwa ""leichte körperliche Verletzung"" finde ich nämlich z.B. das Strafmaß, welches etwa Strauss-Kahn für nichts weiter als erzwungenes Schwanzlutschen drohte ( 25 Jahre Gefängnis ), absolut überzogen."
n	"@Xena:
Da es Dir ja so offensichtlich um die Beseitigung eines strukturellen Nachteils für Frauen geht, während Du auf das ""Glück der Väter"" ganz offensichtlich ausser Instrumentalisierung nichts gibst, ein kurzer Hinweis: Mit einer kurzen Vaterschaftszeit dürfte es nicht getan sein, da die meisten Frauen jahrelang aussetzen, und zwar auf Kosten ihres Gatten.
Um das auszugleichen, braucht es Unterhalt auf Gegenseitigkeit - also, wenn Frau ein paar Jahre auf Kosten des Gatten aussetzen darf, um die Kinder zu pflegen, sollte sie der Billigkeit wg. auch ihren Gatten ein paar Jahre die Auszeit finanzieren. Und zwar finanzieren müssen, wenn der das fordert - denn hier handelt es sich zwar um Zwang zugunsten von Müttern; Zwang zugunsten der Väter gibt es aber nicht.
Allerdings habe ich noch nie von Feministinnen eine Forderung nach derartigem Unterhaltszwang für Frauen gesehen."
n	"Vielen Frauen geht es hauptsächlich darum, ihr eigenes sexuelles Begehren und ihre eigenen Fantasien auf Männer zu projizieren, damit sie sich selber ""rein"" und ""unschuldig"" fühlen können. Sie beschimpfen pauschal Männer dafür für ihre böse Sexualität und meinen in Wahrheit oft sich selbst, weil sie sich für ihre eigene Sexualiät schämen.
Sie wollen sexuell begehrt werden und schämen sich dafür, deswegen drücken sie ihr sexuelles Begehren indirekt aus (sexy Kleidung) und müssen das offiziell aber verleugnen (""Mein kurzer Rock hat nichts mit dir zu tun""), indem sie Männer beschämen wollen, um ihre eigene Scham zu verdrängen.
Dieses ""Nein heißt Nein"" müssen sie deshalb vor allem so betonen, weil es unausgesprochen völlig klar ist, dass ""Nein"" allzuoft ""Ja"" heißt und diese Frauen damit sagen wollen ""Nimm mich, aber übernimm auch die Verantwortung, damit ich mich nicht dafür schämen muss"". Als wäre je ein Mann ohne es zu wissen zum Vergewaltiger geworden, nur weil er ein ""Nein"" missverstanden hat.
Das ganze ist im Grunde eigentlich ziemlich traurig, weil sich damit in eine Spirale aus Scham und Hass bringen und sich so vor allem selbst schaden. Sie denken sie wären ganz empanzipiert, dabei ist das nur ein Schutzschild, hinter dem sie ihr eigenes patriarchales und unaufgeklärtes sexuelles Selbstverständnis verstecken, ohne das selbst zu merken.
Und das schreibe ich als Frau. Meine Aussage ist übrigens nicht, dass Belästigungen OK seien. Denkt mal drüber nach."
p	"Warum wird den Jungs nicht mal der Ärzteberuf nähergebracht. Ist mittlerweile ein Frauenberuf und es herrscht dort Fachkräftemangel. Allerdings verdient man dort nicht schlecht, also lieber blos keine Jungs hinbringen. Dann doch lieber Bügeln, Kochen und Putzen, da die Mädchen davon ""befreit"" worden sind, muss ja ein anderer den Job machen. Gemeinsam, natürlich nicht, wo kämen wir denn da hin, wollen wir doch die Mädchen bevorzu...ähem natürlich fördern, sind doch so sehr unterdrückt. Und natürlich muss einem Jungen beigebracht werden, das alles Männliche scheisse ist, und er sich bitte jede Minute bei einer Frau entschuldigen muss, einfach weil er ein Mann, und damit minderwertig, und sie eine Frau, und damit einfach das bessere Geschlecht ist. Wie beschrieb es der verein Dissens ""Unser Ziel ist nicht der andere Junge, sondern gar kein Junge"". Das sich Mädchen einfach nicht für Technik interessieren, in dem sich Jungs dafür begeistern, liegt natürlich an den vorgelebten Rollenmustern, natürlich, und hat ja rein gar nichts damit zu tun, das Mädchen durch das schminken usw. in den genuss von etlichen Vorteilen kommen, das sie von allen umsorgt und behütet werden, bishin zu nichts zahlen, wenn sie weggehen. Warum sollten sich dann die Mädchen auch für Technik interessieren, wenn das Leben so viel einfacher ist, wenn Mädchen es nicht tut?"
